oracle_id,last_value,actual_pct,timesfm_pct,trend_pct,timesfm_caught_up,trend_caught_up
bf10ce45-c6d6-461e-ab46-06b4205d31fb,9.55,16.753926701570677,-0.2848420467676367,0.6108202443281001,False,True
0ee042ce-7cb2-47a8-9a48-6ffc07ba07b3,23.86,26.82313495389775,0.42380007594349445,-22.68790164850517,True,False
4567a42a-aa1c-4ca2-b5e2-b09acac3f276,23.86,26.82313495389775,6.169939640681484,-45.913663034367154,True,False
fe87e290-8e9d-4269-ad1f-bb31e6eeb7da,14.32,22.346368715083795,0.1707069034682952,0.5702979515828701,True,True
afc9436b-8cad-4916-929d-ff33a37b42d5,1341.13,15.292328111368764,1.0461443894327835,16.040329175148337,True,True
c75add5e-4e9d-4c68-a8ad-b878b1dbc0a4,375.45,15.36289785590625,1.6913086457709114,9.22892528965241,True,True
d12e5ce0-5705-4c35-9a93-b883db52c80c,523.41,49.68380428344894,-0.25614032259604674,-57.353699776465895,False,False
67631753-f37a-4f41-a6e6-1edead385acc,33.41,19.15594133492968,-5.147643832880654,0.5587149556020963,False,True
6b5565a2-be5c-46b1-99df-8094e77446cc,27.05,70.72088724584103,9.995046957583611,-75.73629081947011,True,False
7a2484a9-04fd-41a0-8224-610c1c07ed10,109.77,18.957820898241796,3.864264073371457,13.370380492545014,True,True
f56c6c35-d09b-4bee-a685-98e9afed13d1,17.5,27.37142857142857,2.6845223563058034,11.133333333333338,True,True
d688baac-0574-4d88-b7eb-a7384c298ef5,22.27,35.877862595419856,0.06753435892859841,0.5238736716060332,True,True
31a0c9a2-c9bd-47f7-872b-a43fb64d873c,7.95,20.12578616352202,0.03194269144309918,0.4402515723270458,True,True
62648946-1708-48f4-ba40-c057563ab11b,437.5,19.01942857142858,-9.840590122767857,16.173333333333332,False,True
f0bd4a29-ac13-4d4f-8479-e0e80f8d846f,31.82,25.109993714644887,5.561760519376571,-22.658705216844755,True,False
b677a73c-f179-46bf-83ee-c2b05f9fca67,36.59,21.863897239682974,2.708862921878193,-45.914184203334244,True,False
13b96709-0e88-476b-9485-956e682bb818,38.18,25.117862755369313,2.485059255576996,4.675222629649041,True,True
0fcfc145-9371-40a8-9194-84e5fd700a8d,30.23,15.878266622560371,0.5564357443357423,0.5788951372808492,True,True
8b1796d2-5b19-48ab-8699-01f45d427498,19.09,16.762702985856464,5.655174595076979,-18.823118561201337,True,False
7d3f542a-de64-4de8-9de0-0e25004467f1,42.95,22.35157159487775,5.965042558343634,-0.19014357780364013,True,False
a090be5a-b0f2-4c17-8f7d-e742f9de8f6b,112.95,15.608676405489163,4.0405435549468764,-14.987457577099006,True,False
be668c2d-71ea-4346-8980-1fbf5e4cbed3,35.0,41.028571428571425,7.356033325195313,-42.66666666666666,True,False
c4fa89c7-f00d-42ef-bd67-407a288cd054,35.0,18.285714285714285,17.82397678920201,-21.43333333333333,True,False
d37e595f-afe7-4ad9-87db-b9ceb3f435e8,41.36,30.89941972920697,10.254887224857768,-4.6824629271437805,True,False
aaa8377e-21de-4c63-a26a-c25d986a272d,9.55,33.40314136125654,1.4133273619007614,-18.69109947643978,True,False
29863706-fa4e-49ed-9f40-69ae503abba3,20.68,15.522243713733081,-0.011942511139800065,0.5641521598968431,False,True
1432db6a-9466-48f6-9011-60728c437608,20.68,15.522243713733081,-0.7405164855130623,0.5641521598968431,False,True
87864421-505c-4bdb-b1e3-3e44e05f2beb,41.36,15.49806576402322,4.073832528503537,-8.405867182462943,True,False
bfe0818b-ae13-4174-85c8-24b895d28df0,39.77,20.115665074176516,6.565203533599438,13.846282792724853,True,True
bda0ca68-78a6-4b32-842f-0bee9a9c84ef,11.14,28.63554757630161,0.010883872342061772,0.6283662477558374,True,True
9fb5ea12-5b87-462b-b9c0-904cd0f55a9c,6.36,25.15723270440251,-6.439451301622695,-28.61635220125785,False,False
dd9a6f6b-f9b7-4292-bc80-b7da326de032,372.27,36.024928143551726,-1.8502894430831405,8.311171998818063,False,True
7f764d09-bfbf-4222-bd73-46d6cce8b470,17.5,18.285714285714285,1.480560302734375,21.66666666666667,True,True
312c7a7b-2084-42b0-9b13-0a6d3e43a73d,338.86,24.060083810423176,6.269031743728047,-8.404159043065954,True,False
fa0ef984-b4e0-4c48-978c-0648e49d53f5,23.86,20.117351215423305,0.41634175123932815,0.5378597373568058,True,True
e059122d-b8d6-4878-bebb-e20ce6311d68,19.09,25.144054478784707,-1.5656336868789689,-18.823118561201337,False,False
6e3301a5-a99b-4b17-aa40-34ccc5904977,27.05,17.744916820702407,4.811761824348714,-6.25385089340727,True,False
6e2c2423-d854-4478-99e6-64f29851f026,63.64,15.100565681961028,-0.11877567044299567,-3.09815629583071,False,False
7bb843b6-c55b-4796-b1a7-2fff7b05c276,9.55,50.0523560209424,7.371904463044005,0.6108202443281001,True,True
d0ade00d-a496-441d-9b7e-7dc033d3292c,49.32,19.464720194647207,7.268660607999259,7.356718031900507,True,True
cf188dd3-1927-481b-b8c0-93b1222dbf53,33.41,19.15594133492968,-0.06795938555189229,-0.17459842362567235,False,False
c14739b0-5c19-4873-b027-314225a10f7b,12.73,37.62765121759622,-0.13712143579619712,-0.18329405603561214,False,False
739bbf44-9169-4749-abea-21c20823915f,1867.72,33.85678795536805,16.40418521228423,29.781319826669243,True,True
b201b2ce-f939-4a2d-ad59-181c64f5a562,33.41,19.15594133492968,-0.8145941763143887,11.628255013469015,False,True
26d2762b-4346-40d0-b93d-b0dbfeb6e2bc,30.23,15.878266622560371,0.14283195694984147,-0.15437203660822646,True,False
3848ad74-8ee7-4546-9394-30db88e1d1e6,20.68,15.522243713733081,4.609956132604722,9.47775628626693,True,True
12fa17b2-158e-4d53-897f-81111f912b00,36.59,30.55479639245695,-1.7793749746451477,9.979958094196968,False,True
2de138b0-3159-4a0c-a474-a4e5600b2e51,33.41,28.674049685722856,2.315535626701176,-5.726828294921683,True,False
14493624-fdc7-4630-9b1e-f35668651108,54.09,17.76668515437234,-0.6175730404295855,-0.1725519196401067,False,False
9df60bb7-2dd4-4d22-b814-f52145356424,221.14,17.37360947815864,0.43389609399730433,-0.174097856561463,True,False
8ad0d89b-beef-40f7-8ce8-65589e3970be,31.82,15.11627906976745,-2.4228012689174467,-0.18332285774146315,False,False
6889a555-6fde-4728-9cf2-715f0730efb7,17.5,18.285714285714285,-0.034724644252232144,0.5333333333333152,False,True
6d32139f-839f-441b-930f-151816143142,11.14,28.63554757630161,-0.20301654480090556,-16.02333931777379,False,False
aa286dd5-aa19-446d-9003-684d81eb57ca,52.5,15.257142857142853,17.19784691220238,-35.57777777777779,True,False
1c6c1604-0724-40b1-9df6-71e57e5063c9,20.68,15.522243713733081,-0.1865829674372115,0.5641521598968431,False,True
e56a9b7b-ce3f-4f5c-87d0-6f1d50d98ac3,11.14,71.5439856373429,0.6419525968322155,0.6283662477558374,True,True
acdbaa99-18c9-4aa1-8797-69837ca7d8f5,241.82,15.896121081796377,7.2344812701273185,-17.85556750199874,True,False
5b3ef91a-5804-43cc-a947-f25f33b7b88c,23.86,26.82313495389775,6.311943584995321,-14.962279966471097,True,False
58d5d563-cb60-4977-86cd-f32cd811aa77,36.59,17.491117791746376,-1.254731600777843,-0.19130910084720734,False,False
09bd4e1c-9861-481f-80dc-4de955c8d3af,17.5,27.37142857142857,-3.2702527727399553,10.466666666666669,False,True
