oracle_id,last_value,actual_pct,timesfm_pct,trend_pct,timesfm_caught_down,trend_caught_down
bf5f68b8-8ae2-4d08-b86c-4e6d3b653fec,31.82,-19.924575738529228,5.5054391876546775,0.5499685732243783,False,False
1212cc74-ff66-479e-8e1b-504446e1c6d9,17.5,-18.114285714285714,6.966007777622768,-20.533333333333324,False,True
4ccc1ac5-db90-4fc9-9795-7afaf7466c3e,109.77,-17.308918648082354,7.5427137112328655,-49.94230360450639,False,True
61cb927a-4cf8-49d6-ab4b-9e882bc08774,28.64,-16.585195530726256,-17.09844360138451,-19.63454376163874,True,True
b46efd59-eda7-4fe6-ace7-67ca8f6c088d,4.77,-33.33333333333333,-0.046204620937122555,0.489168413696699,True,False
c6c53277-daad-4aa3-b29a-11378d550651,9.55,-16.64921465968587,0.2755988954873535,19.91273996509599,False,False
ce9a7e3f-ec9b-4258-ba32-9603f9a9c18c,7.95,-19.87421383647799,-10.927244702225213,0.4402515723270458,True,False
6edd2a36-3d65-4bf9-bd82-b6d03a7e8fea,46.14,-17.16514954486346,-1.9900678709879251,7.889033376679672,True,False
74333718-2a05-4643-9a37-013df39b32e0,20.68,-15.28046421663443,-0.17581032138728406,18.391360412637,True,False
8239c63d-097a-449a-953a-cd480e594aa8,4.77,-33.33333333333333,-0.27063797604861856,0.489168413696699,True,False
f589e5ee-399c-4613-b7a2-9ab2866cc830,25.45,-18.664047151277014,-1.3221306042024776,0.5500982318271143,True,False
d72031e1-c8cf-4e57-b15b-6a5eaacff1e2,12.73,-24.980361351139038,-0.13425217214196622,-13.930348258706468,True,True
34424168-1353-46a9-9e60-d09a344c3573,27.05,-17.59704251386322,0.19886912347648766,0.5606900800985851,False,False
69a72414-d02f-4a5c-b5c9-8941bb181f61,6.36,-24.842767295597483,-4.055340485003015,0.5503144654088072,True,False
eff22b28-88b8-4251-937f-4c06b6ca7bd2,47.73,-19.924575738529224,-2.4134263686606237,-11.854878133947913,True,True
b713ee3a-b6cd-4cd7-b403-f0bbc683ea99,41.36,-15.30464216634429,0.3554526795732228,4.315764023210841,False,False
17b1c870-ef94-49af-8f9b-a8765f1b54db,9.55,-16.64921465968587,0.23527494899888815,0.6108202443281001,False,False
13628636-7fc1-426e-abac-07fc35caf81b,15.91,-19.924575738529228,0.16016957146952004,0.586633144772682,False,False
8e34f487-aa75-4afb-af75-3349de456c79,4.77,-33.33333333333333,0.008356746137775905,0.489168413696699,False,False
85308fb8-e5a1-4ff1-8606-283cf2056895,15.91,-49.96857322438718,-0.1069431556687283,0.586633144772682,True,False
9f95027a-5f04-48b4-99a0-8913be3a520a,362.73,-24.050946985361012,-0.33969253936726856,1.3637324364311356,True,False
c262e015-f379-484f-894f-1a1deb3c75cc,87.5,-34.48,-9.281668526785715,-10.799999999999986,True,True
