oracle_id,last_value,actual_final,timesfm_pred,actual_direction,timesfm_direction,timesfm_hit,timesfm_abs_pct_err,naive_abs_pct_err
c6e48eaf-02f8-43b3-90bf-970d4e412fa6,22.27,22.29,22.368942260742188,up,up,True,0.3541599853844251,0.08972633467922644
10180e2f-90c5-4d41-ba44-16b14948f923,863.86,859.9,854.8489379882812,down,down,True,0.5874010945131675,0.46051866496104626
47735ef2-fc4c-4634-83ab-715b1e86da0c,60.45,62.1,59.27279281616211,up,down,False,4.552668573007877,2.657004830917872
5e1e6057-9779-469b-b150-eb7f4215f3ca,108.18,108.28,108.27584838867188,up,up,True,0.0038341441892557598,0.09235315847801469
b400700c-1d82-4721-a166-56f88ba6ad19,11.14,7.96,11.251033782958984,down,up,False,41.344645514560106,39.9497487437186
c850a29e-dc40-4ab6-89f1-d501a1a350d1,3110.21,3055.82,3110.47998046875,down,up,False,1.78871728271789,1.7798823229116856
d74f9a18-8dab-4549-be3f-9697ff68d73c,28.64,31.85,29.86178207397461,up,up,True,6.24244246789762,10.078492935635795
6f856f99-4cb4-479d-958d-964220965ed6,453.41,436.32,466.46685791015625,down,up,False,6.909345872331375,3.9168500183351744
723398f2-eaf2-4615-9078-418b9f540a33,27.05,25.48,27.17452621459961,down,up,False,6.650416854786534,6.161695447409734
80ea56ad-e741-4a85-b4e8-ce62e7d593d5,28.64,23.89,28.783260345458984,down,up,False,20.48246272691077,19.882796149016325
f8b12c43-d83a-4e5b-a525-5ee1ae850817,33.41,35.03,37.892356872558594,up,up,True,8.171158642759329,4.624607479303467
dc36f81e-d1b0-44a4-bf82-4cd276bc0812,28.64,35.03,29.220062255859375,up,up,True,16.585605892493938,18.241507279474735
34320ebf-da97-44a4-bbeb-a9da06548289,17.5,15.92,17.541217803955078,down,up,False,10.183528919315817,9.924623115577889
67d12a5a-9e0c-4550-86ad-cd1e173fea8f,28.64,28.66,28.78354263305664,up,up,True,0.43106292064424456,0.06978367062107318
f9be5566-c3df-44cc-9de4-29510c8c245f,20.68,20.7,20.041522979736328,up,down,False,3.1810484070708753,0.09661835748792065
bd433a27-1f3f-4d69-8b7e-97239fdf165b,28.64,28.66,28.52325439453125,up,down,False,0.4771305145455343,0.06978367062107318
168f2fbb-8cf7-43e0-8bb6-5e4cc3c1e363,44.55,44.59,44.565696716308594,up,up,True,0.054503888072235156,0.08970621215520576
